,Smiles_Solute,Smiles_Solvent,Smiles_Merged,LogS,Source
141,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,CCO,CC1~Oc2cc(O)c3c(c2)O[C@H](c2cc(O)c(O)c(O)c2)[C@@H](C3)OC(=O)(c2cc(O)c(O)c(O)c2)~O1,-4.266802734893431,BigSolDB
142,Cc1cccc([N+](=O)[O-])c1N,CCO,Cc1cccc2([N+](=O)[O-])~OC(C)~Nc12,-1.9913998282380825,BigSolDB
143,COC(=O)[C@H](N)c1ccc(O)cc1,CCCCO,CCCC1~Oc2ccc(cc2)[C@@H](N)C(=O)(OC)~O1,-3.3107799627361643,BigSolDB
144,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CC#N,CC1~OC2=C(C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]4C(=C(O)c5c(O)cccc5[C@@H]4C)C(=O)[C@]23O)C(N)(=O)~N#1.CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,-3.774690718274137,BigSolDB
145,CC(=O)Nc1ccc(Cl)cc1,O,CC1(=O)~O~N1c1ccc(Cl)cc1,-2.843,Esol
146,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,CCOC(C)=O,CCO1~c2([N+](=O)[O-])cccc3cccc(c32)[N+]([O-])=O~C1(C)=O,-2.383314479104488,BigSolDB
147,CC(C)c1ccc(cc1)NC(=O)N(C)C,CCO,CC(C)c1ccc(NC2(=O)~OC(C)~N2(C)C)cc1,-0.566285938,BNNLabs
148,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CC#N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O~C(C)#N~C(=O)(O)/C=C\C(=O)O,-3.469544156415324,BigSolDB
149,N#CCC(N)=O,CCOC(C)=O,CCO1~C(=O)(CC#N)N~C1(C)=O,-2.366834646316097,BigSolDB
150,CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,O,CC12CC3=O~O~C4(=O)C=C5CCC(C1CCC2=O)C3C5(C)CC4,-3.48,Esol
151,C1C2=CC=CC=C2C2=C1C=CC=C2,CC(=O)C,CC1(C)~c2ccc3c(c2)C(~O=1)c1ccccc1-3,-0.032223325,BNNLabs
152,COC(=O)c1ccc(C(=O)OC)cc1,CC#N,COC(=O)c1ccc(C2(=O)~N#C(C)~O2C)cc1,-2.343432285214034,BigSolDB
153,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,CCOC(C)=O,CCO1~C(=O)(c2c(I)c(C(=O)NCC(O)CO)c(I)c(N(CC(O)CO)C(C)=O)c2I)NCC(O)CO~C1(C)=O,-3.900664722314042,BigSolDB
154,c1ccc(cc1)c1cccc(c1[N+](=O)[O-])O,CCO,CC1~Oc2cccc(-c3ccccc3)c2([N+](=O)[O-])~O1,-0.156767152,BNNLabs
155,NCCCCCC(=O)O,CC(C)O,CC1(C)~OC(=O)(CCCCCN)~O1,-4.113509274827518,BigSolDB
156,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,O,O=C12~O~OC1N=C(c1ccccc1)c1cc(Cl)ccc1N2,-3.952,Esol
157,NC(=O)c1ccc(N)cc1,CC#N,CC1~Nc2ccc(cc2)C(N)(=O)~N#1,-2.713768145971447,BigSolDB
158,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,O,NS(=O)(=O)c1cc2c(cc1Cl)N1~O~S2(=O)(=O)NC1,-2.63,Esol
159,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CO,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1N(~CO~S(C)(=O)(=O)O)c1nccc(-c2cccnc2)n1,-3.039814723395389,BigSolDB
160,CCC(O)CC,O,CCC1(CC)~O~O1,-0.24,Esol
161,C=C(C)C1CCC(C)CC1OC(=O)NC(=O)N,CCO,C=C(C)C1CCC(C)CC1O1~C(C)O~C1(=O)NC(N)=O,-1.960801637,BNNLabs
162,O=Cc1ccc([N+](=O)[O-])cc1,CC(C)=O,CC1(C)~O=Cc2ccc([N+](=O)[O-])(~O=1)cc2,-1.4099387691962575,BigSolDB
163,CN(C)C(=O)Nc1ccc(Cl)cc1,O,CN1(C)~O~C1(=O)Nc1ccc(Cl)cc1,-2.89,Esol
164,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CC(C)O,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C2(=O)~OC(C)(C)~O12,-3.3040807471686,BigSolDB
165,S=c1[nH]c2ccccc2s1,Cc1ccccc1,S=c12~c3ccc(cc3)C~[nH]1c1ccccc1s2,-2.7178312216953584,BigSolDB
166,c1cc(c(cc1c1coc2cc(cc(c2c1=O)O)O)O)O,CCO,CC1~Oc2cc(O)c3c(c2)occ(-c2ccc(O)c(O)c2)c3(=O)~O1,-0.901912418,BNNLabs
167,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C3CC2(C)C1(O)C(=O)(CO)~O~O3,-3.59,Esol
168,Cc1cccc2c1ccc3ccccc32,O,Cc1cccc23~O~c4ccc2c(ccc13)c4,-5.85,Esol
169,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,O,CSCS(=O)CC1CO~O~c2(=O)[nH]c(C)c(c(=O)[nH]2)C=CC(=O)N1,-1.981,Esol
170,C1N2CN3CN1CN(C2)C3,CCO,CC1~N23CN4CN(CN(C4)C2~O1)C3,-0.788570894,BNNLabs
171,CC1(C)NC(=O)NC1=O,CC#N,CC1~N2C(C)(C)C(=O)NC2(=O)~N#1,-1.910448117113546,BigSolDB
172,CCOC(=O)[C@@H]1CSCN1.Cl,O,CCO1~O~C1(=O)[C@@H]1CSCN1.Cl,-1.0835407873064404,BigSolDB
173,C(CCCNC(=O)OCCCCO)CCNC(=O)OCCCCO,CCO,CC1~O(CCCCO)C(=O)(NCCCCCCNC(=O)OCCCCO)~O1,-0.809734245,BNNLabs
174,Cc1cc(C)c2ccccc2c1,O,Cc1cc(C)c23~O~c(cc2)cc3c1,-4.29,Esol
175,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,CC(C)O,CCN1CCN(C(=O)N[C@H]2C(=O)N[C@@H]3C(=O)N4C(=C(CSc5nnnn5C)CS[C@H]34)C(=O)(O)~OC(C)(C)~Oc3ccc2cc3)C(=O)C1=O,-4.491335636947057,BigSolDB
176,Cc1cc([N+](=O)[O-])ccc1N,Cc1ccccc1,Cc1cc2([N+](=O)[O-])~c3ccc(cc3)C~Nc1cc2,-2.79805693659835,BigSolDB
177,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,CC(C)O,CC1(C)~O=[N+]([O-])c2cccc3cccc([N+](=O)[O-])(~O1)c23,-4.047013934802944,BigSolDB
178,Nc1cccc(C(=O)O)c1,CCO,CC1~OC(=O)(c2cccc(N)c2)~O1,-2.085868487369106,BigSolDB
179,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CC(C)O,C[C@H]1c2ccc3cc(ccc3c2)O(C)~C(C)(C)O~C1(=O)O,-2.281332264683789,BigSolDB
180,COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,O,COP1(=S)(SCC(=O)N(c2ccc(Cl)cc2)C(C)C)~O~O1C,-4.432,Esol
181,CC(=O)c1ccc(S(C)(=O)=O)cc1,CCOC(C)=O,CCO1~S(C)(=O)(=O)c2ccc(cc2)C(C)=O~C1(C)=O,-1.596879478824182,BigSolDB
182,Brc1sc(Br)c(Br)c1Br,CCO,CC1~s2c(Br)c(Br)c(Br)c2(Br)~O1,-1.70245833218184,BigSolDB
183,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C3CC2(C)C1(O)C(=O)(CO)~O~O3,-5.613,Esol
184,CC(C)CC(=O)C,O,CC(C)CC1(C)~O~O=1,-0.74,Esol
185,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CCOC(C)=O,CCCc1ncc(C([n+]2ccccc2C)~O(CC)C(C)(=O)~[Cl-])c(N)n1.Cl,-4.605548319173784,BigSolDB
186,C/C=C/CCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,CCO,C/C=C/CCCCCCCC(=O)N(c1ccc(N(C)C)cc1)C1(=O)~OC(C)~N(C)(C)c2ccc(cc2)N1,-2.491131172,BNNLabs
187,O=C(O)CC(O)(CC(=O)O)C(=O)O,CC(C)O,CC1(C)~OC(=O)CC(O)(CC(=O)O)C(=O)(O)~O1,-0.8972233851165586,BigSolDB
188,c1cc(cnc1)C(=O)N,CCO,CC1~NC(=O)(c2cccnc2)~O1,-0.096910013,BNNLabs
189,O=C(O)c1cccnc1Cl,O,O=C1(c2cccnc2Cl)~O~O1,-4.040958607678906,BigSolDB
190,Cc1ccc(S(N)(=O)=O)cc1,CC#N,Cc1ccc(S2(=O)(=O)~N#C(C)~N2)cc1,-1.108128169554416,BigSolDB
191,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CO,C=C(C)[C@@H]1CC[C@]2(C3(=O)~OC~O3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,-3.721246399047171,BigSolDB
192,CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCSC(=O)c1ccccc1)O,CCO,CC1~OCC(C)(C)[C@@H](O)C(=O)(NCCC(=O)NCCSC(=O)c2ccccc2)~O1,-0.468666514,BNNLabs
193,CC(=O)Nc1ccccc1,O,CC1(=O)~O~N1c1ccccc1,-1.33,Esol
194,O=C(O)c1ccc(C(=O)O)o1,O,O=C(O)c1ccc(C2(=O)~O~O2)o1,-3.851705902565256,BigSolDB
195,O=Cc1ccc(C(=O)O)cc1,O,O=Cc1ccc(C2(=O)~O~O2)cc1,-4.668370282370068,BigSolDB
196,c1cccc2c3c(C)cc4ccccc4c3ccc12,O,Cc1cc2ccccc2c2ccc3cc4~O~c12c3cc4,-6.59,Esol
197,CCOC(=O)C(c1ccccc1)SC1=NC(=Cc2ccccc2)C(=O)N1c1ccccc1,CCO,CCO1~C(C)O~C1(=O)C(SC1=NC(=Cc2ccccc2)C(=O)N1c1ccccc1)c1ccccc1,-2.24801056,BNNLabs
198,COc1cc2nc(Cl)nc(N)c2cc1OC,CCO,COc1cc2nc3(Cl)~OC(C)~O(C)c1cc2c(N)n3,-3.772370350428991,BigSolDB
199,c1c(OC)c(OC)C2C(=O)OCC2c1,O,COC1=C2C3C(C=C1)COC3(=O)~O~O2C,-1.899,Esol
200,C1COC(=O)CO1,CCO,CC1~O2CCOCC2(=O)~O1,0.845689016,BNNLabs
201,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.[Na],CC(C)=O,CC1(C)~OC2=C(O)C(=O)(~O=1)O[C@@H]2[C@@H](O)CO.[Na],-4.910094888560602,BigSolDB
202,OCC(O)C(O)C(O)C(O)CO ,O,OCC(O)C(O)C1(O)~O~OCC1O,0.06,Esol
203,CCCCCCCCCCCCCC,O,CCCCCCCC1~O~CCCCCC1,-7.96,Esol
204,CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,O,CN1CC2O~O~C1(=O)N2c1nnc(C(C)(C)C)s1,-1.877,Esol
205,CO/N=C(\C(=O)Sc1nc2ccccc2s1)c1csc(N)n1,CCCO,CCC1~O(C)N=C(c2csc(N)n2)C(=O)(Sc2nc3ccccc3s2)~O1,-3.646083769079637,BigSolDB
206,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,CCO,CC(=O)Oc1ccc(C(c2ccc(O3~C(C)O~C3(C)=O)cc2)c2ccccn2)cc1,-4.346787486224656,BigSolDB
207,CC[C@@H](C(N)=O)N1CCCC1=O,C1COCCO1,CC[C@H](N1CCCC1=O)C1(=O)~O2CCOC(~N1)C2,-2.1439360466669,BigSolDB
208,O=C(O)Cc1cccc2ccccc12,Cc1ccccc1,O=C1(Cc2cccc3ccccc23)~c2ccc(cc2)C~O1,-2.0371573187987577,BigSolDB
209,NC(N)=C([N+](=O)[O-])[N+](=O)[O-],C1COCCO1,NC1=C([N+](=O)[O-])([N+](=O)[O-])~O2CCOC(~N1)C2,-4.142667503568732,BigSolDB
210,CN1CC[C@]23[C@H]4C=C[C@@H]([C@@H]3Oc3c(ccc(C[C@@H]14)c23)OC)O,CCO,CC1~O(C)c2ccc3c4c2(~O1)O[C@H]1[C@@H](O)C=C[C@H]2[C@@H](C3)N(C)CC[C@@]421,0.222761727,BNNLabs
211,Cc1cc(Cl)cc(C(=O)O)c1N,CCCO,CCC1~OC(=O)(c2cc(Cl)cc(C)c2N)~O1,-2.287602868593285,BigSolDB
212,C=CCc1ccc(c(c1)OC)OCCSCCOc1ccc(CC=C)cc1OC,CCO,C=CCc1ccc(OCCSCCOc23~OC(C)~O(C)c2cc(CC=C)cc3)c(OC)c1,-2.617593681,BNNLabs
213,Cc1cccc([N+](=O)[O-])c1N,CC(C)=O,Cc1cccc2([N+](=O)[O-])~O=C(C)(C)~Nc12,-0.9476909003526766,BigSolDB
214,CC=C,O,C1=C~O~C1,-1.08,Esol
215,S=c1[nH]c2ccccc2s1,CCOC(C)=O,CCO1~c2(=S)sc3ccccc3[nH]2~C1(C)=O,-1.5624079677460383,BigSolDB
216,C1CCC(CC1)N(C(=O)C1CCC1)O,CCO,CC1~ON(C2CCCCC2)C(=O)(C2CCC2)~O1,-0.121328008,BNNLabs
217,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,CN(C)C=O,COCC(=O)Nc1c(I)c2c(I)c(c1I)C(=O)(N(C)CC(O)CO)~N(C)(C)C(=O)~OCC(O)CNC2=O,-2.434140380006339,BigSolDB
218,O=C(O)Cc1ccccc1Cl,CC(C)=O,CC1(C)~OC(=O)(Cc2ccccc2Cl)~O=1,-0.679853713888946,BigSolDB
219,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,CO,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@@H]3OP(=O)(O)(O)~OC~O[C@@H]2[C@@H]3O)[C@H](C)Cl)N(C)C1,-3.472370099128661,BigSolDB
220,OC(=O)C1=CC=CC=C1Br,CC(=O)C,CC1(C)~OC(=O)(c2ccccc2Br)~O=1,0.158363452,BNNLabs
221,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,CO,O=[N+]([O-])(O)~OC~O(Cc1ccc(Cl)cc1)C(Cn1ccnc1)c1ccc(Cl)cc1Cl,-2.8236193077567298,BigSolDB
222,C(CCCC(=O)O)CCC(=O)O	,CCO,CC1~OC(=O)(CCCCCCC(=O)O)~O1,-0.34055558,BNNLabs
223,Nc1nc(=O)[nH]cc1F,CCCO,CCC1~Nc2nc(=O)(~O1)[nH]cc2F,-3.6530605373010094,BigSolDB
224,BrCCBr,O,BrCC1~O~Br1,-1.68,Esol
225,OCC(CO)(CO)CO,CCO,CC1~OCC(CO)(CO)(CO)~O1,-3.237921912665361,BigSolDB
226,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,CC(C)=O,CC1(C)~N(C)(C)C(CC=C2c3ccccc3CCc3ccccc32)~O=1.Cl,-2.646295296427835,BigSolDB
227,CC(C)=CCCC(C)=CC(=O),O,CC(C)=CCCC(C)=CC1~O~O=1,-2.06,Esol
228,Cn1cc([N+](=O)[O-])cn1,CC#N,CC1~n2(C)cc([N+](=O)[O-])(~N#1)cn2,-2.524910196610993,BigSolDB
229,COc1cc(N)nc(OC)n1,CC(C)O,COc12~OC(C)(C)~O(C)c(cc(N)n1)n2,-2.2572748686953017,BigSolDB
230,COc1cc2c(cc1OC)C(=O)CC2,CC(C)O,COc1cc2c3cc1O(C)~C(C)(C)O~C2(=O)CC3,-2.2246808781705223,BigSolDB
231,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,CC(C)O,Cc1cc(C)c(C2(=O)~OC(C)(C)~O=P2(c2ccccc2)c2ccccc2)c(C)c1,-1.5823622603477705,BigSolDB
232,CCC(=O)NNC(=O)CC,CCO,CCC1=O~C(C)O~C(=O)(CC)NN1,0.15053329,BNNLabs
233,NNC(=O)c1ccncc1,CCO,CC1~N(N)C(=O)(c2ccncc2)~O1,-2.574302786637409,BigSolDB
234,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,O,Cn1c(=O)c2c3ncn2(C)~O~c1(=O)n3C,-0.8759999999999999,Esol
235,O=P(CCCO)(CCCO)CCCO,CO,O=P1(CCCO)(CCCO)~OC~OCCC1,-1.278436681642519,BigSolDB
236,Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,O,Clc1cc2c(cc1Cl)-c1cccc(Cl)c1(Cl)~O~Cl2,-7.21,Esol
237,O=C(O)c1ccc(Cl)cc1Cl,CCO,CC1~OC(=O)(c2ccc(Cl)cc2Cl)~O1,-1.235674394374016,BigSolDB
238,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,CN(C)C=O,CCN(CC)CCCC(C)N(c1ccnc2cc(Cl)ccc12)~C(=O)N(C)(C)~P(=O)(O)(O)O.O=P(O)(O)O,-5.252588192113577,BigSolDB
239,O=C(NNC(=S)Nc1ccc(Cl)cc1)c1ccncc1,O,O=C1(c2ccncc2)~O~N(c2ccc(Cl)cc2)C(=S)NN1,-6.286509456906058,BigSolDB
240,Cl.NCCCC[C@H](N)C(=O)O,CO,Cl.NCCCC[C@H](N)C1(=O)~OC~O1,-3.54821356447571,BigSolDB
241,O=C(O)Cc1ccc([N+](=O)[O-])cc1,CCOC(C)=O,CCO1~C(=O)(Cc2ccc([N+](=O)[O-])cc2)O~C1(C)=O,-1.509900994936695,BigSolDB
242,O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,CCOC(C)=O,CCO1~C2(=O)c3c(Cl)cccc3C(=O~C1(C)=O)N2c1ccccc1,-2.6769542645182987,BigSolDB
243,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,O,CO1~O~C1(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,-6.985899678480379,BigSolDB
244,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CC(C)O,CNC(=O)c1cc(O2~C(C)(C)O~C(F)(F)(F)c3cc(ccc3Cl)NC(=O)Nc3ccc2cc3)ccn1,-3.293111605018382,BigSolDB
245,CC1(C)C2CCC1(CBr)C(=O)C2Br,CC(=O)C,CC1(C)C2CCC1(CBr)C1(~O=C(C)(C)~O=1)C2Br,-0.273918375,BNNLabs
246,CN(C)C(=N)N=C(N)N.Cl,CO,CN(C)C1(=N)~OC~NC(N)=N1.Cl,-2.046917156087914,BigSolDB
247,COc1ccc(C(=O)O)c(OC)c1,CCOC(C)=O,CCO1~C(=O)(O)c2ccc(cc2OC)O(C)~C1(C)=O,-1.7825160557860935,BigSolDB
248,COc1cc([N+](=O)[O-])ccc1N,CC#N,CC1~O(C)c2cc([N+](=O)[O-])(~N#1)ccc2N,-1.9281179926938743,BigSolDB
249,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,CC(C)=O,CCO1~C(C)(C)=O~C1(=O)[C@@H](N)CCc1ccccc1.Cl,-3.167491087293764,BigSolDB
250,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,CCO,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC1(=O)~OC(C)~O(C)c2cc(OC)nc(n2)N1,-4.719649306953994,BigSolDB
251,O=C(O)c1cccnc1Cl,CC(C)O,CC1(C)~OC(=O)(c2cccnc2Cl)~O1,-2.433916215832004,BigSolDB
252,CCCCCCCCC(=O)OCC,O,CCCCCCCCC1(=O)~O~O1CC,-3.8,Esol
253,CCC(=O)C,O,CCC1(C)~O~O=1,0.52,Esol
254,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O.O,CCO,CC[C@H]1O2~C(C)O~C2(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O.O,-1.5243288116755704,BigSolDB
255,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CCCO,CCC1~O(C)c2c(N3CCNC(C)C3)c(F)cc3c(=O)c(cn(C4CC4)c23)C(=O)(O)~O1,-3.438898616350944,BigSolDB
256,CC(C)C,O,CC1(C)~O~C1,-2.55,Esol
257,O=C1C=CC(=O)N1c1ccccc1Br,CO,O=C1C=CC2(~OC~O=2)N1c1ccccc1Br,-1.8741935418604727,BigSolDB
258,CN(C)CCn1[nH]nnc1=S,O,CN1(C)~O~c2(=S)nn[nH]n2CC1,-2.375511637486551,BigSolDB
259,O=C(O)Cc1ccccc1Cl,O,O=C1(Cc2ccccc2Cl)~O~O1,-3.84955059053912,BigSolDB
260,O=Cc1ccc([N+](=O)[O-])cc1,CCCCO,CCCC1~O=Cc2ccc([N+](=O)[O-])(~O1)cc2,-1.9277501023864847,BigSolDB
261,CCOC1(C(c2ccccc2)Br)C(=O)N(C)C(=O)N1,CCO,CCO1~C(C)O~C2(=O)NC1(C(Br)c1ccccc1)C(=O)N2C,-1.708604119,BNNLabs
262,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CCO,CCCCCO1~C(C)O~C1(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,-2.00436480540245,BigSolDB
263,CC(C)(O)P1(=O)OCC2(CO1)COP(=O)(C(C)(C)O)OC2,CO,CC(C)(O)P1(=O)OCC2(CO1)COP1(=O)(~OC~OC1(C)C)OC2,-2.232695682546727,BigSolDB
264,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CCCO,CCC1~O(c2ccccc2CO)C2(~O1)OC(CO)[C@@H](O)[C@@H](O)C2O,-3.733227536486928,BigSolDB
265,OCC1=CC(=O)C(O)=CO1,CC(=O)C,CC1(C)~Oc2coc(CO)cc2(=O)~O=1,-2.84400061,BNNLabs
266,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,CO,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C3(~OC~O=3)CCC2(C)C)C(C)(C)CCC1=O,-5.583359492661719,BigSolDB
267,O=C(O)[C@@H]1C[C@@H](O)CN1,O,O=C1([C@@H]2C[C@@H](O)CN2)~O~O1,-1.3396848504425485,BigSolDB
268,O=C(O)CNCc1ccccc1,CO,O=C1(CNCc2ccccc2)~OC~O1,-2.663740447985807,BigSolDB
269,O=C(O)/C=C/C(=O)O,O,O=C(O)/C=C/C1(=O)~O~O1,-3.866461091629783,BigSolDB
270,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,O,CC12CCC(=O)C=C1CCC1C2C2CC3(C)C1CCC3(O)C(=O)(CO)~O~O2,-3.09,Esol
271,CCCOC(=O)c1cc(c(c(c1)O)O)O,CCO,CCCOC1(=O)~OC(C)~Oc2cc1cc(O)c2O,0.583329855,BNNLabs
272,Nc1ccccc1N(=O)=O,O,O=[N+]([O-])c12~O~Nc1cccc2,-1.96,Esol
273,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,O,CCCN1(CCC)~O~c2([N+](=O)[O-])cc(C(C)C)cc([N+](=O)[O-])c21,-6.49,Esol
274,CCCC(=O)C,O,CCCC1(C)~O~O=1,-0.19,Esol
275,CCCCCCCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,CCO,CCCCCCCCCCCCC(=O)N(c1ccc(N(C)C)cc1)C1(=O)~OC(C)~N(C)(C)c2ccc(cc2)N1,-3.279386998,BNNLabs
276,Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,O,O=[N+]([O-])c12~O~O(c3ccc(Cl)cc3Cl)c(cc1)cc2,-5.46,Esol
277,O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,CC(C)=O,CC1(C)~OC(=O)[C@H](c2ccccc2)NC(=O)(OCc2ccccc2)~O=1,-1.2183164154926491,BigSolDB
278,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,CO,O=c1cc(-c2ccccc2)oc2cc3c(O)c(c12)O~CO~C(=O)(O)[C@H]1O[C@@H](O3)[C@H](O)[C@@H](O)[C@@H]1O,-4.090872058010739,BigSolDB
279,C/C=C/C(=O)O,CCOC(C)=O,C/C=C/C1(=O)~O(CC)C(C)(=O)~O1,-0.494036481981874,BigSolDB
280,C[C@]12CCC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H](CC[C@]12O)c1ccc(=O)oc1,CCO,CC1~o2cc([C@H]3CC[C@]4(O)[C@@H]5CC=C6C=CCC[C@]6(C)[C@H]5CC[C@]34C)ccc2(=O)~O1,-2.910861465,BNNLabs
281,O=[N+]([O-])c1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-],CO,O=[N+]([O-])c1nonc1-c1c2no[n+]1[O-]~CO~c1([N+](=O)[O-])nonc1-2,-1.8403816809240583,BigSolDB
